"","FINAL_ID","PHYLUM","CLASS","ORDER","FAMILY","SUBFAMILY","GENUS","SPECIES","FEEDINGHAB","TOLERANCE","NBI_P_TOLERANCE","NBI_N_TOLERANCE","TOLNAME","CLASSIFIER","PREVNAMES","COMMONNAME","REFERENCE"
"1256","LAMPSILIS_SP.","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","AMBLEMINAE","lampsilis","NA","FILTERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"116,83,3"
"1257","ELLIPTIO_SP.","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","AMBLEMINAE","elliptio","NA","FILTERER",8,NA,NA,"TOLERANT",NA,NA,NA,"116,83,3"
"1258","PHYSELLA_ANCILLARIA","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PHYSIDAE","PHYSIDAE","physella","physella_ancillaria","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"83,60"
"1259","UNDETERMINED_PHYSIDAE","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PHYSIDAE","PHYSIDAE","PHYSIDAE","NA","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"83,60"
"1260","HELISOMA_TRIVOLVIS","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PLANORBIDAE","PLANORBIDAE","planorbella","planorbella_trivolvis","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60"
"1261","HELISOMA_CAMPANULATA","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PLANORBIDAE","PLANORBIDAE","planorbella","planorbella_campanulata","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60"
"1262","PROMENETUS_EXACUOUS","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PLANORBIDAE","PLANORBIDAE","promenetus","promenetus_exacuous","SCRAPER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1263","HELISOMA_ANCEPS","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PLANORBIDAE","PLANORBIDAE","helisoma","helisoma_anceps","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1264","HELISOMA_SP.","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PLANORBIDAE","PLANORBIDAE","helisoma","NA","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60"
"1265","GYRAULUS_PARVUS","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PLANORBIDAE","PLANORBIDAE","gyraulus","gyraulus_parvus","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1266","GYRAULUS_CIRCUMSTRIATUS","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PLANORBIDAE","PLANORBIDAE","gyraulus","gyraulus_circumstriatus","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1267","GYRAULUS_SP.","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PLANORBIDAE","PLANORBIDAE","gyraulus","NA","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1268","UNDETERMINED_PLANORBIDAE","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PLANORBIDAE","PLANORBIDAE","PLANORBIDAE","NA","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1269","LAEVAPEX_FUSCUS","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","ANCYLIDAE","ANCYLIDAE","laevapex","laevapex_fuscus","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,NA
"1270","FERRISSIA_WALKERI","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","ANCYLIDAE","ANCYLIDAE","ferrissia","ferrissia_walkeri","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1271","FERRISSIA_PARALLELA","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","ANCYLIDAE","ANCYLIDAE","ferrissia","ferrissia_parallela","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1272","FERRISSIA_FRAGILIS","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","ANCYLIDAE","ANCYLIDAE","ferrissia","ferrissia_fragilis","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1273","FERRISSIA_SP.","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","ANCYLIDAE","ANCYLIDAE","ferrissia","NA","SCRAPER",6,9,5,"FACULTATIVE",NA,NA,NA,"60,83"
"1274","UNDETERMINED_ANCYLIDAE","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","ANCYLIDAE","ANCYLIDAE","ANCYLIDAE","NA","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1275","STAGNICOLA_CATASCOPIUM","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE","LYMNAEIDAE","stagnicola","stagnicola_catascopium","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1276","STAGNICOLA_SP.","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE","LYMNAEIDAE","stagnicola","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"83"
"1277","PSEUDOSUCCINEA_COLUMELLA","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE","LYMNAEIDAE","pseudosuccinea","pseudosuccinea_columella","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1278","PSEUDOSUCCINEA_SP.","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE","LYMNAEIDAE","pseudosuccinea","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1279","RADIX_AURICULARIA","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE","LYMNAEIDAE","radix","radix_auricularia","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1280","RADIX_SP.","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE","LYMNAEIDAE","radix","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1281","ANODONTA_SP.","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","UNIONINAE","anodonta","NA","FILTERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"116,83,3"
"1282","UNDETERMINED_UNIONIDAE","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","UNIONIDAE","UNIONIDAE","NA","FILTERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"116,83,3"
"1283","LYMNAEA_STAGNALIS","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE","LYMNAEIDAE","lymnaea","lymnaea_stagnalis","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1284","LYMNAEA_SP.","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE","LYMNAEIDAE","lymnaea","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1285","UNDETERMINED_LYMNAEIDAE","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE","LYMNAEIDAE","LYMNAEIDAE","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1286","UNDETERMINED_NANNATACIDAE","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","NATICIDAE","NATICIDAE","NATICIDAE","NA","GATHERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"48"
"1287","GONIOBASIS_VIRGINICA","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","PLEUROCERIDAE","PLEUROCERIDAE","elimia","elimia_virginica","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1288","PLEUROCERA_ACUTA","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","PLEUROCERIDAE","PLEUROCERIDAE","pleurocera","pleurocera_acuta","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1289","PLEUROCERA_SP.","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","PLEUROCERIDAE","PLEUROCERIDAE","pleurocera","NA","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1290","GONIOBASIS_LIVESCENS","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","PLEUROCERIDAE","PLEUROCERIDAE","goniobasis","goniobasis_livescens","SCRAPER",6,10,10,"FACULTATIVE",NA,NA,NA,"60,83"
"1291","GONIOBASIS_SP.","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","PLEUROCERIDAE","PLEUROCERIDAE","goniobasis","NA","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1292","UNDETERMINED_PLEUROCERIDAE","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","PLEUROCERIDAE","PLEUROCERIDAE","PLEUROCERIDAE","NA","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1293","BITHYNIA_TENTACULATA","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","BITHYNIIDAE","BITHYNIIDAE","bithynia","bithynia_tentaculata","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1294","BITHYNIA_SP.","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","BITHYNIIDAE","BITHYNIIDAE","bithynia","NA","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1295","AMNICOLA_GRANA","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","HYDROBIIDAE","HYDROBIIDAE","amnicola","amnicola_granum","SCRAPER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1296","AMNICOLA_LIMOSA","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","HYDROBIIDAE","HYDROBIIDAE","amnicola","amnicola_limosus","SCRAPER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1297","AMNICOLA_SP.","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","HYDROBIIDAE","HYDROBIIDAE","amnicola","NA","SCRAPER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1298","UNDETERMINED_BITHYNIIDAE","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","BITHYNIIDAE","BITHYNIIDAE","BITHYNIIDAE","NA","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1299","POMATIOPSIS_LAPIDARIA","MOLLUSCA","GASTROPODA","MESOGASTROPODA","POMATIOPSIDAE","POMATIOPSIDAE","pomatiopsis","pomatiopsis_lapidaria","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"51,22"
"1300","POMATIOPSIS_SP.","MOLLUSCA","GASTROPODA","MESOGASTROPODA","POMATIOPSIDAE","POMATIOPSIDAE","pomatiopsis","NA","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"51,22"
"1301","CINCINNATIA_SP.","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","HYDROBIIDAE","HYDROBIIDAE","cincinnatia","NA","SCRAPER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1302","PROBYTHINELLA_LACUSTRIS","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","HYDROBIIDAE","HYDROBIIDAE","probythinella","probythinella_lacustris","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1303","PROBYTHINELLA_SP.","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","HYDROBIIDAE","HYDROBIIDAE","probythinella","NA","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1304","UNDETERMINED_HYDROBIIDAE","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","HYDROBIIDAE","HYDROBIIDAE","HYDROBIIDAE","NA","SCRAPER",8,6,7,"TOLERANT",NA,NA,NA,"60,83"
"1305","VALVATA_LEWISI","MOLLUSCA","GASTROPODA","HETEROSTROPHA","VALVATIDAE","VALVATIDAE","valvata","valvata_lewisi","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1306","VALVATA_TRICARINATA","MOLLUSCA","GASTROPODA","HETEROSTROPHA","VALVATIDAE","VALVATIDAE","valvata","valvata_tricarinata","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1307","VALVATA_SINCERA","MOLLUSCA","GASTROPODA","HETEROSTROPHA","VALVATIDAE","VALVATIDAE","valvata","valvata_sincera","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1308","VALVATA_PISCINALIS","MOLLUSCA","GASTROPODA","HETEROSTROPHA","VALVATIDAE","VALVATIDAE","valvata","valvata_piscinalis","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1309","VALVATA_SP.","MOLLUSCA","GASTROPODA","HETEROSTROPHA","VALVATIDAE","VALVATIDAE","valvata","NA","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1310","UNDETERMINED_VALVATIDAE","MOLLUSCA","GASTROPODA","HETEROSTROPHA","VALVATIDAE","VALVATIDAE","VALVATIDAE","NA","SCRAPER",8,NA,NA,"TOLERANT",NA,NA,NA,"60,83"
"1311","CIPANGOPALUDINA_SP.","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","VIVIPARIDAE","VIVIPARIDAE","cipangopaludina","NA","GATHERER",9,NA,NA,"FACULTATIVE",NA,NA,NA,"83"
"1312","CAMPELOMA_DECISUM","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","VIVIPARIDAE","VIVIPARIDAE","campeloma","campeloma_decisum","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1313","CAMPELOMA_SP.","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","VIVIPARIDAE","VIVIPARIDAE","campeloma","NA","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1314","VIVIPARUS_GEORGIANUS","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","VIVIPARIDAE","VIVIPARIDAE","viviparus","viviparus_georgianus","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1315","VIVIPARUS_SP.","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","VIVIPARIDAE","VIVIPARIDAE","viviparus","NA","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1316","UNDETERMINED_VIVIPARIDAE","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","VIVIPARIDAE","VIVIPARIDAE","VIVIPARIDAE","NA","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1317","UNDETERMINED_GASTROPODA","MOLLUSCA","GASTROPODA","GASTROPODA","GASTROPODA","GASTROPODA","GASTROPODA","NA","SCRAPER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"60,83"
"1318","MOLLUSCA","MOLLUSCA","MOLLUSCA","MOLLUSCA","MOLLUSCA","MOLLUSCA","MOLLUSCA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","ERPOBDELLA_SP.","ANNELIDA","CLITELLATA","HIRUDINIDA","ERPOBDELLIDAE","ERPOBDELLINAE","erpobdella","NA","PREDATOR",8,NA,NA,"TOLERANT",NA,NA,NA,"83,_63"
"1320","UNDETERMINED_ERPOBDELLIDAE","ANNELIDA","CLITELLATA","HIRUDINIDA","ERPOBDELLIDAE","ERPOBDELLIDAE","ERPOBDELLIDAE","NA","PREDATOR",8,NA,NA,NA,NA,NA,NA,"83,_63"
"1321","MACROBDELLA_DECORA","ANNELIDA","CLITELLATA","HIRUDINIDA","MACROBDELLIDAE","MACROBDELLINAE","macrobdella","macrobdella_decora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","HAEMOPIS_SP.","ANNELIDA","CLITELLATA","HIRUDINIDA","HAEMOPIDAE","HAEMOPINAE","haemopis","NA","PREDATOR",10,NA,NA,"TOLERANT",NA,NA,NA,"83108"
"1323","HELOBDELLA_FUSCA","ANNELIDA","CLITELLATA","HIRUDINIDA","GLOSSIPHONIIDAE","HAEMENTERIINAE","helobdella","helobdella_fusca","PREDATOR",8,NA,NA,"INTOLERANT",NA,NA,NA,"83108"
"1324","HELOBDELLA_TRISERIALIS","ANNELIDA","CLITELLATA","HIRUDINIDA","GLOSSIPHONIIDAE","HAEMENTERIINAE","helobdella","helobdella_triserialis","PREDATOR",8,NA,NA,"TOLERANT",NA,NA,NA,"83,63"
"1325","HELOBDELLA_STAGNALIS","ANNELIDA","CLITELLATA","HIRUDINIDA","GLOSSIPHONIIDAE","HAEMENTERIINAE","helobdella","helobdella_stagnalis","PREDATOR",8,NA,NA,"TOLERANT",NA,NA,NA,"83,63"
"1326","HELOBDELLA_SP.","ANNELIDA","CLITELLATA","HIRUDINIDA","GLOSSIPHONIIDAE","HAEMENTERIINAE","helobdella","NA","PREDATOR",8,NA,NA,"TOLERANT",NA,NA,NA,"63"
"1327","HELOBDELLA_SP._1","ANNELIDA","CLITELLATA","HIRUDINIDA","GLOSSIPHONIIDAE","HAEMENTERIINAE","helobdella","NA","PREDATOR",8,NA,NA,"TOLERANT",NA,NA,NA,"63"
"1328","GLOSSIPHONIA_COMPLANATA","ANNELIDA","CLITELLATA","HIRUDINIDA","GLOSSIPHONIIDAE","GLOSSIPHONIINAE","glossiphonia","glossiphonia_complanata","PREDATOR",8,NA,NA,"TOLERANT",NA,NA,NA,"83108"
"1329","PLACOBDELLA_MONTIFERA","ANNELIDA","CLITELLATA","HIRUDINIDA","GLOSSIPHONIIDAE","GLOSSIPHONIINAE","placobdella","placobdella_montifera","PREDATOR",8,NA,NA,"TOLERANT",NA,NA,NA,"83,63"
"1330","PLACOBDELLA_SP.","ANNELIDA","CLITELLATA","HIRUDINIDA","GLOSSIPHONIIDAE","GLOSSIPHONIINAE","placobdella","NA","PREDATOR",8,NA,NA,"TOLERANT",NA,NA,NA,"83,63"
"1331","BATRACOBDELLA_SP.","ANNELIDA","CLITELLATA","HIRUDINIDA","GLOSSIPHONIIDAE","GLOSSIPHONIIDAE","batracobdella","NA","PREDATOR",8,NA,NA,"TOLERANT",NA,NA,NA,"83,63"
"1332","UNDETERMINED_GLOSSIPHONIIDAE","ANNELIDA","CLITELLATA","HIRUDINIDA","GLOSSIPHONIIDAE","GLOSSIPHONIIDAE","GLOSSIPHONIIDAE","NA","PREDATOR",8,NA,NA,"TOLERANT",NA,NA,NA,"83,63"
"1333","BRANCHIOBDELLA_SP.","ANNELIDA","CLITELLATA","BRANCHIOBDELLIDA","BRANCHIOBDELLIDAE","BRANCHIOBDELLINAE","branchiobdella","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"108"
"1334","UNDETERMINED_BRANCHIOBDELLIDAE","ANNELIDA","CLITELLATA","BRANCHIOBDELLIDA","BRANCHIOBDELLIDAE","BRANCHIOBDELLIDAE","BRANCHIOBDELLIDAE","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"108"
"1335","VEJDOVSKYELLA_INTERMEDIA","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","vejdovskyella","vejdovskyella_intermedia","GATHERER",6,NA,NA,"INTOLERANT",NA,NA,NA,"18,83"
"1336","VEJDOVSKYELLA_COMATA","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","vejdovskyella","vejdovskyella_comata","GATHERER",6,NA,NA,"INTOLERANT",NA,NA,NA,"18,83"
"1337","VEJDOVSKYELLA_SP.","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","vejdovskyella","NA","GATHERER",6,NA,NA,"INTOLERANT",NA,NA,NA,"18,83"
"1338","HAEMONAIS_WALDVOGELI","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","haemonais","haemonais_waldvogeli","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1339","HAEMONAIS_SP.","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","haemonais","NA","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1340","OPHIDONAIS_SERPENTINA","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","ophidonais","ophidonais_serpentina","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1341","OPHIDONAIS_SP.","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","ophidonais","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1342","PIGUETIELLA_MICHIGANENSIS","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","piguetiella","piguetiella_michiganensis","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"18"
"1343","PIGUETIELLA_SP.","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","piguetiella","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"18"
"1344","UNCINAIS_UNCINATA","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","uncinais","uncinais_uncinata","GATHERER",10,NA,NA,"TOLERANT",NA,NA,NA,"83,61"
"1345","SPECARIA_JOSINAE","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","specaria","specaria_josinae","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1346","SPECARIA_SP.","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","specaria","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1347","AMPHICHAETA_AMERICANA","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","amphichaeta","amphichaeta_americana","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1348","AMPHICHAETA_SP.","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","amphichaeta","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1349","ARCTEONAIS_LOMONDI","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","arcteonais","arcteonais_lomondi","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1350","ARCTEONAIS_SP.","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","arcteonais","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1351","RIPISTES_PARASITA","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","ripistes","ripistes_parasita","FILTERER",8,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1352","RIPISTES_SP.","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","ripistes","NA","FILTERER",8,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1353","NAIS_BRETSCHERI","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","nais","nais_bretscheri","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1354","NAIS_VARIABILIS","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","nais","nais_variabilis","GATHERER",10,5,0,"TOLERANT",NA,NA,NA,"18,83"
"1355","NAIS_SIMPLEX","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","nais","nais_simplex","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1356","NAIS_PARDALIS","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","nais","nais_pardalis","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1357","NAIS_ELINGUIS","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","nais","nais_elinguis","GATHERER",10,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1358","NAIS_COMMUNIS","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","nais","nais_communis","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1359","NAIS_BEHNINGI","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","nais","nais_behningi","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1360","NAIS_BARBATA","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","nais","nais_barbata","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1361","CHAETOGASTER_SETOSUS","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","chaetogaster","chaetogaster_setosus","PREDATOR",7,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1362","CHAETOGASTER_LIMNAEI","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","chaetogaster","chaetogaster_limnaei","PREDATOR",7,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1363","CHAETOGASTER_DIASTROPHUS","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","chaetogaster","chaetogaster_diastrophus","PREDATOR",7,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1364","CHAETOGASTER_SP.","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","chaetogaster","NA","PREDATOR",7,NA,NA,"FACULTATIVE",NA,NA,NA,"18,83"
"1365","DERO_PECTINATA","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","dero","dero_pectinata","GATHERER",10,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1366","DERO_VAGA","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","dero","dero_vaga","GATHERER",10,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1367","DERO_OBTUSA","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","dero","dero_obtusa","GATHERER",10,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1368","DERO_DIGITATA","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","dero","dero_digitata","GATHERER",10,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1369","DERO_FLABELLIGER","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","dero","dero_flabelliger","GATHERER",10,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1370","DERO_NIVEA","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","dero","dero_nivea","GATHERER",10,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
"1371","PRISTINA_SYNCLITES","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","PRISTININAE","pristina","pristina_synclites","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"18,83"
